100	1
13	1
28	1
89	1
82	1
30	1
79	1
65	1
88	1
25	1
46	1
73	1
59	1
13	1
50	1
11	1
24	1
28	1
38	1
44	1
13	1
3	1
79	1
58	1
14	1
38	1
31	1
85	1
17	1
98	1
25	1
51	1
94	1
53	1
73	1
64	1
33	1
82	1
56	1
31	1
28	1
1	2
26	2
58	2
45	2
2	3
86	3
67	3
12	3
96	3
26	3
83	3
3	4
66	4
11	4
82	4
77	4
33	4
49	4
4	5
31	5
92	5
83	5
87	5
50	5
17	5
20	5
64	5
78	5
44	5
21	5
56	5
45	5
74	5
64	5
49	5
5	6
24	6
91	6
58	6
6	7
82	7
2	7
83	7
7	8
17	8
1	8
1	8
35	8
7	8
69	8
8	9
21	9
20	9
29	9
11	9
12	9
8	9
45	9
30	9
39	9
60	9
82	9
44	9
25	9
27	9
37	9
47	9
9	10
56	10
14	10
33	10
10	11
96	11
31	11
34	11
11	12
89	12
10	12
28	12
62	12
70	12
17	12
12	13
79	13
35	13
2	13
97	13
48	13
55	13
23	13
41	13
77	13
75	13
62	13
64	13
89	13
74	13
87	13
42	13
13	14
65	14
100	14
22	14
50	14
90	14
64	14
33	14
1	14
84	14
82	14
23	14
32	14
47	14
56	14
78	14
39	14
64	14
1	14
70	14
71	14
72	14
41	14
97	14
52	14
58	14
3	14
64	14
27	14
15	14
43	14
91	14
22	14
16	14
87	14
85	14
64	14
55	14
21	14
69	14
70	14
14	15
80	15
28	15
18	15
15	16
59	16
25	16
39	16
91	16
94	16
62	16
16	17
45	17
4	17
49	17
25	17
78	17
88	17
17	18
31	18
84	18
19	18
69	18
100	18
84	18
47	18
67	18
35	18
79	18
13	18
93	18
15	18
29	18
17	18
47	18
18	19
71	19
92	19
46	19
19	20
57	20
71	20
3	20
20	21
62	21
77	21
39	21
3	21
10	21
96	21
21	22
7	22
46	22
10	22
1	22
57	22
48	22
65	22
71	22
80	22
11	22
82	22
38	22
62	22
98	22
86	22
42	22
22	23
21	23
82	23
22	23
23	24
43	24
94	24
52	24
24	25
70	25
39	25
49	25
34	25
10	25
13	25
25	26
6	26
68	26
99	26
73	26
12	26
48	26
36	26
29	26
76	26
93	26
1	26
18	26
20	26
12	26
31	26
8	26
26	27
22	27
18	27
48	27
65	27
70	27
30	27
85	27
7	27
65	27
99	27
38	27
31	27
71	27
75	27
96	27
83	27
100	27
4	27
77	27
29	27
7	27
60	27
100	27
38	27
67	27
8	27
59	27
73	27
96	27
17	27
19	27
39	27
10	27
18	27
79	27
80	27
46	27
58	27
6	27
74	27
27	28
90	28
91	28
59	28
28	29
47	29
70	29
97	29
78	29
41	29
88	29
29	30
41	30
57	30
93	30
32	30
18	30
85	30
30	31
28	31
59	31
73	31
80	31
78	31
94	31
93	31
37	31
29	31
96	31
21	31
39	31
75	31
100	31
43	31
29	31
31	32
44	32
80	32
19	32
32	33
90	33
26	33
72	33
33	34
17	34
61	34
36	34
83	34
76	34
69	34
34	35
18	35
13	35
98	35
16	35
3	35
69	35
45	35
50	35
61	35
22	35
80	35
77	35
10	35
50	35
32	35
75	35
35	36
67	36
34	36
39	36
36	37
80	37
10	37
69	37
37	38
3	38
15	38
97	38
31	38
25	38
96	38
38	39
27	39
85	39
64	39
56	39
68	39
84	39
60	39
16	39
8	39
36	39
11	39
47	39
37	39
16	39
94	39
20	39
39	40
64	40
68	40
59	40
61	40
91	40
11	40
80	40
67	40
22	40
14	40
76	40
42	40
48	40
89	40
78	40
96	40
54	40
13	40
78	40
5	40
86	40
20	40
64	40
30	40
6	40
58	40
56	40
97	40
23	40
100	40
60	40
97	40
33	40
71	40
97	40
63	40
29	40
75	40
28	40
81	40
40	41
58	41
90	41
38	41
41	42
90	42
11	42
100	42
20	42
27	42
14	42
42	43
36	43
57	43
93	43
17	43
93	43
90	43
43	44
37	44
41	44
56	44
31	44
6	44
88	44
47	44
64	44
1	44
72	44
59	44
67	44
71	44
79	44
62	44
45	44
44	45
90	45
10	45
59	45
45	46
60	46
9	46
58	46
46	47
91	47
51	47
68	47
61	47
94	47
94	47
47	48
17	48
74	48
99	48
78	48
34	48
53	48
74	48
61	48
3	48
54	48
47	48
91	48
63	48
58	48
20	48
40	48
48	49
11	49
7	49
28	49
49	50
34	50
67	50
24	50
50	51
58	51
83	51
70	51
4	51
66	51
7	51
51	52
33	52
77	52
39	52
60	52
43	52
30	52
82	52
76	52
16	52
99	52
43	52
97	52
60	52
57	52
54	52
25	52
52	53
79	53
57	53
33	53
24	53
92	53
25	53
49	53
18	53
7	53
58	53
66	53
86	53
48	53
86	53
38	53
1	53
42	53
46	53
2	53
8	53
4	53
36	53
51	53
60	53
99	53
2	53
3	53
52	53
77	53
3	53
95	53
10	53
22	53
87	53
87	53
37	53
62	53
11	53
30	53
43	53
53	54
7	54
35	54
16	54
54	55
54	55
93	55
88	55
37	55
67	55
95	55
55	56
50	56
75	56
66	56
68	56
50	56
25	56
56	57
10	57
80	57
70	57
76	57
98	57
94	57
62	57
10	57
51	57
27	57
88	57
40	57
49	57
39	57
38	57
100	57
57	58
2	58
20	58
44	58
58	59
98	59
45	59
21	59
59	60
10	60
13	60
83	60
36	60
69	60
27	60
60	61
82	61
31	61
11	61
2	61
40	61
92	61
78	61
11	61
91	61
59	61
66	61
79	61
42	61
4	61
12	61
89	61
61	62
14	62
73	62
36	62
62	63
24	63
100	63
50	63
63	64
79	64
99	64
95	64
45	64
31	64
76	64
64	65
80	65
27	65
33	65
85	65
70	65
91	65
45	65
74	65
83	65
84	65
40	65
39	65
26	65
47	65
76	65
17	65
65	66
63	66
68	66
22	66
50	66
80	66
11	66
25	66
42	66
75	66
81	66
96	66
57	66
4	66
45	66
24	66
14	66
10	66
76	66
91	66
18	66
62	66
89	66
89	66
55	66
3	66
23	66
45	66
12	66
46	66
24	66
2	66
38	66
6	66
97	66
61	66
19	66
1	66
20	66
42	66
39	66
66	67
1	67
66	67
18	67
67	68
25	68
49	68
25	68
34	68
30	68
80	68
68	69
29	69
51	69
97	69
32	69
83	69
79	69
69	70
21	70
85	70
14	70
69	70
32	70
21	70
12	70
38	70
84	70
67	70
6	70
50	70
34	70
84	70
76	70
31	70
70	71
84	71
66	71
100	71
71	72
76	72
3	72
18	72
72	73
45	73
62	73
81	73
74	73
59	73
48	73
73	74
32	74
90	74
14	74
28	74
13	74
79	74
9	74
47	74
57	74
77	74
38	74
46	74
6	74
59	74
88	74
76	74
74	75
61	75
83	75
60	75
75	76
31	76
100	76
43	76
76	77
60	77
11	77
71	77
14	77
97	77
86	77
77	78
65	78
72	78
9	78
79	78
1	78
1	78
47	78
22	78
62	78
3	78
51	78
24	78
49	78
47	78
6	78
68	78
78	79
77	79
9	79
46	79
1	79
38	79
76	79
94	79
48	79
59	79
71	79
26	79
26	79
5	79
35	79
46	79
96	79
79	80
89	80
83	80
1	80
80	81
83	81
89	81
17	81
81	82
1	82
83	82
89	82
65	82
50	82
71	82
82	83
45	83
87	83
20	83
14	83
72	83
93	83
77	83
85	83
47	83
79	83
44	83
45	83
46	83
3	83
29	83
86	83
83	84
72	84
47	84
23	84
84	85
6	85
46	85
45	85
85	86
12	86
33	86
89	86
46	86
80	86
69	86
86	87
45	87
59	87
47	87
29	87
45	87
60	87
8	87
58	87
4	87
92	87
73	87
5	87
17	87
50	87
57	87
50	87
87	88
80	88
46	88
10	88
88	89
39	89
62	89
47	89
89	90
92	90
34	90
35	90
29	90
2	90
96	90
90	91
59	91
68	91
28	91
21	91
22	91
83	91
91	92
45	92
53	92
25	92
75	92
31	92
22	92
31	92
81	92
81	92
65	92
44	92
55	92
69	92
59	92
62	92
16	92
92	93
61	93
68	93
58	93
93	94
57	94
11	94
33	94
94	95
84	95
26	95
1	95
16	95
82	95
37	95
95	96
68	96
89	96
32	96
30	96
40	96
61	96
20	96
44	96
73	96
4	96
40	96
82	96
60	96
92	96
79	96
93	96
96	97
56	97
75	97
65	97
97	98
13	98
81	98
7	98
98	99
66	99
42	99
24	99
59	99
12	99
57	99
99	100
67	100
60	100
33	100
87	100
12	100
21	100
58	100
22	100
21	100
85	100
31	100
6	100
22	100
92	100
57	100
72	100
